Photo,rating
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_63.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_64.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_65.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_66.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_67.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_68.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_69.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_70.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_71.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_72.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_73.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_74.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_75.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_76.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_77.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_78.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_79.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_80.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_81.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_82.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_83.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_84.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_85.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_86.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_87.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_88.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_89.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_90.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_91.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_92.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_93.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_94.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_95.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_96.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_97.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_98.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_99.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_100.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_101.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_102.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_103.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_104.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_105.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_106.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_107.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_108.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_109.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_110.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_111.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_112.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_113.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_114.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_115.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_116.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_117.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_118.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_119.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_120.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_121.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_122.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_123.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_124.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_125.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_126.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_127.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_128.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_129.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_130.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_131.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_132.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_133.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_134.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_135.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_136.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_137.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_138.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_139.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_140.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_141.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_142.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_143.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_144.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_145.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_146.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_147.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_148.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_149.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_150.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_151.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_152.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_153.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_154.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_155.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_156.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_157.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_158.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_159.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_160.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_161.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_162.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_163.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_164.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_165.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_166.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_167.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_168.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_169.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_170.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_171.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_172.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_173.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_174.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_175.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_176.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_177.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_178.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_179.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_180.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_181.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_182.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_183.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_184.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_185.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_186.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_187.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_188.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_189.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_190.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_191.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_192.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_193.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_194.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_195.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_196.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_197.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_198.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_199.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\afnan_200.jpg,0
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_0_1735982053.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_1_1735982053.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_2_1735982053.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_3_1735982053.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_4_1735982053.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_5_1735982054.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_6_1735982054.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_7_1735982054.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_8_1735982054.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_9_1735982054.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_10_1735982054.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_11_1735982054.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_12_1735982054.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_13_1735982054.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_14_1735982054.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_15_1735982054.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_16_1735982054.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_17_1735982054.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_18_1735982054.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_19_1735982054.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_20_1735982054.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_21_1735982054.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_22_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_23_1735982055.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_24_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_25_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_26_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_27_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_28_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_29_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_30_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_31_1735982055.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_32_1735982055.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_33_1735982055.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_34_1735982055.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_35_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_36_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_37_1735982055.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_38_1735982055.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_39_1735982055.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_40_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_41_1735982055.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_42_1735982055.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_43_1735982056.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_44_1735982056.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_45_1735982056.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_46_1735982056.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_47_1735982056.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_48_1735982056.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_49_1735982056.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_50_1735982056.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_51_1735982056.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_52_1735982056.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_53_1735982056.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_54_1735982056.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_55_1735982056.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_56_1735982056.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_57_1735982056.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_58_1735982056.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_59_1735982056.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_60_1735982056.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_61_1735982057.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_62_1735982057.jpg,7
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_63_1735982057.jpg,6
C:\Users\Arth\OneDrive\Desktop\CameraSnaps\Afnan\faces\faces\face_64_1735982057.jpg,7
